raw_index,true_sentiment,encoded_sentiment,Feedback_Clean,svm_sentiment,svm_shap_top_features,bert_sentiment,bert_shap_top_tokens
11866,positive,2,terrific nice product,positive,"terrific, terrific nice, nice, product, nice product",positive," nice, rri, fic,  product,  te"
12342,positive,2,just wow nice one spacious suitable for kid cloth adjust in small space,positive,"wow, just wow, suitable, in small, for, small, suitable for, adjust, in, space",positive," nice, ow,  w,  just,  spacious,  suitable,  one,  space,  for,  adjust"
1060,negative,0,absolute rubbish bad product create flickering sound while connect to the redmi 9 prime,negative,"rubbish, absolute rubbish, absolute, bad, connect to, bad product, sound, sound while, connect, prime",negative,"bish,  bad,  rub,  absolute,  product,  create,  while,  connect,  flickering,  prime"
13413,positive,2,mindblowing purchase nice,positive,"mindblowing, mindblowing purchase, purchase, purchase nice, nice",positive," nice, b, ing, low,  mind,  purchase"
2041,negative,0,waste of money very poor no extra flah se,negative,"poor, no, waste, waste of, very poor, of money, money, poor no, extra, very",negative," waste,  poor,  no,  money,  of,  very,  se,  extra, ah,  fl"
488,negative,0,waste of money 25mbps file transfer be very low,negative,"low, waste, waste of, of money, money, very low, file, very, of, be very",negative," waste,  low,  money,  of,  very, ps,  25, mb,  be,  transfer"
11992,positive,2,great product good proudekt very sliem,positive,"great product, great, product good, good, product, very",positive," great,  good,  proud,  very,  product, ek, lie,  s, t, m"
13784,positive,2,terrific awesome product,positive,"terrific, awesome, awesome product, product, terrific awesome",positive," awesome, rri, fic,  product,  te"
2693,negative,0,moderate I to be specific do not have a problem with the product but the service be bad ever the item get delay and I have to go physically to the courier warehouse to collect the product bad experience ever,negative,"ever, bad, problem, item, experience ever, bad experience, be bad, experience, not have, product bad",negative," bad,  problem,  not,  ever,  delay,  bad,  to,  service,  I,  the"
7184,neutral,1,decent product not bad,neutral,"not bad, decent product, decent, bad, product not, product, not",neutral," decent,  bad,  not,  product"
8033,neutral,1,very good product be owesome but cast some time unsuccessfully,neutral,"but, product be, very, cast, product, time, but cast, good product, some time, some",neutral," very,  good,  unsuccessfully,  cast,  product,  owes,  some,  but,  be, ome"
6303,neutral,1,nice not expectedflipkart smartbuy thermoflask much well than this product not good as I think,negative,"not, not good, nice, nice not, good, good as, product not, than this, much well, this product",neutral," nice,  good,  than,  not,  think,  this,  not,  expected,  well, t"
4455,negative,0,not good I do not expect this from google home it hardly listen to anything despite of say 100 time so many connectivity issue,negative,"not good, not, this from, issue, do not, from, so many, time, despite, not expect",negative," not,  hardly,  not,  good,  it,  issue,  this, og,  expect,  100"
5144,negative,0,waste of money bad product,negative,"waste, waste of, bad, of money, money, bad product, of, money bad, product",negative," waste,  bad,  product,  money,  of"
13159,positive,2,worth the money good buy,positive,"worth, money good, good, buy, worth the, good buy, the money, the, money",positive," good,  buy,  worth,  the,  money"
3823,negative,0,terrible product colour be too bad,negative,"terrible product, terrible, bad, colour, too bad, be too, product colour, too, be, product",negative," terrible,  bad,  be,  product,  too,  colour"
7637,neutral,1,very good 1 wifi at distance lp can not get full range however my other dell lp get full range2battery drain in quickly just for browse however it get full charge immediately at least it should last for 4 hr 3 smooth performance4 ac adaptor get heated in 5 min,neutral,"get, full, it, should, heated, in, drain, range, can, just",neutral," very,  not,  good,  should,  get,  min,  distance, or,  4,  performance"
10855,positive,2,super just wow good price well tvreally superb smart featuresall 5 starsno need to think about it just go for itthank you flipkart,positive,"super, wow, just wow, superb, smart, well, good price, for, you flipkart, just go",positive," superb,  super,  w, ow, no,  good,  stars,  need,  smart,  well"
8951,neutral,1,good quality product this be very tight accord to size,neutral,"accord, accord to, quality product, very, tight, be very, size, product this, this, product",neutral," be,  good,  this,  very,  quality,  tight,  to,  size,  product,  accord"
7004,neutral,1,do the job good product great comfort very useful while play football and basketball especially during sunny daysit can also be use while ridinggive great protection from the sun,neutral,"great, do the, the job, job, from, useful, while, also, play, can",neutral," do,  job,  great,  useful,  good,  very,  while,  product,  great,  football"
10839,positive,2,awesome gd item with gd quality sama as describe,neutral,"awesome, gd, item, gd quality, as describe, describe, with, as, quality, item with",positive," awesome,  as, ma,  with,  quality,  sa,  g, d,  item, d"
3342,negative,0,useless product the product melt,negative,"useless, useless product, product the, product, the product, the, melt",negative," useless,  melt,  product,  product,  the"
15542,positive,2,fabulous working be good,positive,"fabulous, working be, good, be good, working, be",positive,"abulous,  good,  f,  be,  working"
7268,neutral,1,fair okay okay,neutral,"okay, fair, okay okay, fair okay",neutral," fair,  okay,  okay"
6171,neutral,1,awesome but quite hard I be play with nivia storm from 2 monthsit be good for dribble but it be not good for shoot it be somewhat heavy but although it swingsi be happy that I have itouter covering be be rubber mould and it be really hardit be bad for small child but if you be a good football player then you should go for itsome bad sound come while shoot upward in air but it be okay,neutral,"but, it, awesome, but it, okay, happy, rubber, bad, it be, you should",positive," awesome,  but,  quite,  not,  good,  but,  be,  hard,  but,  2"
15754,positive,2,worth every penny super,positive,"super, worth every, worth, every penny, penny, every, penny super",positive," super,  every,  penny,  worth"
9163,neutral,1,fair oil leaking issue,neutral,"fair, oil, issue",neutral," fair,  leaking,  oil,  issue"
7412,neutral,1,fair bater but,neutral,"fair, but",neutral," fair,  but,  bat, er"
3157,negative,0,waste of money it be show error on switch on the camera unable to capture any picture flipkart be cheat people by sell defective product,negative,"waste, waste of, defective, sell, show, of money, unable, unable to, defective product, cheat",negative," waste,  error,  defect,  show,  it,  unable,  of,  product, ive,  money"
2427,negative,0,worthless very bad,negative,"worthless, bad, very bad, worthless very, very",negative," bad,  worthless,  very"
7340,neutral,1,decent product get it at 950value for money,neutral,"decent product, decent, money, get, product get, get it, it, product, for money, at",neutral," decent,  get, val,  money,  product,  950,  it,  for,  at, ue"
15959,positive,2,fabulous super company,positive,"fabulous, super, company, super company, fabulous super",positive," super,  f, abulous,  company"
3272,negative,0,do not waste your money money waste,negative,"waste, money, not, waste your, do not, your money, your, not waste, do, money waste",negative," waste,  waste,  not,  do,  money,  your,  money"
4693,negative,0,absolute rubbish it do not give even 15 copy I do not see bad product like this,negative,"rubbish, absolute rubbish, absolute, not, do not, bad, give, bad product, not see, even",negative," rub, bish,  product,  absolute,  bad,  this,  do,  not,  see,  it"
12110,positive,2,perfect product smart phone very nice I be happy,positive,"perfect, perfect product, happy, very nice, smart, be happy, phone, nice, product, smart phone",positive," perfect,  nice,  very,  I,  phone,  happy,  be,  smart,  product"
11006,positive,2,must buy good quality super,positive,"super, must buy, must, buy, good, buy good, good quality, quality, quality super",positive," super,  good,  buy,  quality,  must"
2967,negative,0,worthless wifi range be too short and above 15 m distance net speed go too slow below 15 m be good speed both bands24g5 g,neutral,"worthless, short, speed, above, too slow, too short, range, below, and, 15",negative," worthless,  too, if,  w,  too,  short,  net,  be,  range, i"
10556,neutral,1,decent product okay but not excellent,neutral,"excellent, decent product, but, okay, decent, okay but, product okay, product, not excellent, but not",neutral," excellent,  decent,  okay,  not,  but,  product"
5552,neutral,1,decent product good item but not worth for the money,neutral,"decent product, but, decent, product good, item, item but, worth, money, the money, not worth",neutral," decent,  money,  not,  but,  worth,  product,  item,  good,  for,  the"
15906,positive,2,delightful product be good and of very good quality,positive,"good, product be, good and, delightful, and, be good, very good, good quality, product, and of",positive," good,  very,  of,  be,  good,  quality,  and,  delight,  product, ful"
